HPRNummer;Personnummer;Fornavn;Mellomnavn;Etternavn;Fødselsdato;Dødsdato;Kjønn;SistOppdatert;Statsborgerskap;Adresse;Postnummer;Poststed;Land
1020080;69077227989;Trond;;Pedersen;1972.07.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;Slåttevegen 6;4352;;
1020099;15117805864;MUNEEBA;;TABATABAEI;1978.11.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RUDSSLETTA 86 A;1351;RUD;
1020102;45075727333;JAN-OLOF;SPEERSTRA;MELLENTIN;1957.07.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/GRETHE HANSEN BJERKVIK LIDAVEGEN 136 6100 VOLDA;6100;VOLDA;
1020110;13028700797;QUOC VIET;;BRUNSKILL;1987.02.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ØVRE RENDAL;2485;RENDALEN;
1020129;20076800260;HILDBJØRG;DOKKEBAKKE;DULJAJ;1968.07.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØKSNEVADVEGEN 126;4353;KLEPP STASJON;
1020137;14047824746;VYACHESLAV VLADIMIROVICH;;TURNHOUT;1978.04.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;;GYDAS VEI 59;4311;HOMMERSÅK;
1020145;21118103375;SVEIN JAN;MJØSENG;ALSAJAFI;1981.11.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BØYGEN 20;1535;MOSS;
1020153;19107806957;THORLEIF JOHAN;;ESPEDAL;1978.10.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MOTZFELDTS GATE 21;0561;OSLO;
1020161;22014434945;REIDAR OTTAR;;KOTLAR;1944.01.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;UTLEIRMARK 7 B;7038;TRONDHEIM;
1020188;25107510888;RAHMAT;;VALTOLA;1975.10.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MIDTEGGVEIEN 17;2550;OS I ØSTERDALEN;
1020218;25115818727;KÅRE-OLAV;;BRADBURY;1958.11.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BJØRKLIVEIEN 4;8220;RØSVIK;
1020226;20044231515;ERNEST;HORTEN;PUCZYDLOWSKI;1942.04.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ORTUSTRANDEN 38;5143;FYLLINGSDALEN;
1020234;27017041857;JILL-RENATE;SØRBO;IDSØE;1970.01.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KISTEVEIEN 11;3748;SILJAN;
1020242;;Teija Johanna;;Vaisanen;1967.02.04 00:00:00;;kjonn:2;2013.10.07 11:43:08;;;9999;;
1020250;02077530099;VENERA;;KWIATOWSKA;1975.07.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LØNBORGLIEN 122;5039;BERGEN;
1020269;68025827949;ARKADIUZ;;EKNES-RIPLE;1958.02.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;;GAMLE TRONDHEIMS V. 7 2050 JESSHEIM;2050;JESSHEIM;
1020277;;Karl Axel Rikard;;Ljungvall;1974.09.30 00:00:00;;kjonn:1;2013.10.07 12:35:47;;;9999;;
1020285;22098212829;GUDRUN CATHRINE;TOFTKÆR;RØHRIG-ANDERSEN;1982.09.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BLEKENBERG 10;5055;BERGEN;
1020293;13086726658;HANNE-KATHRINE;;KLEINER;1967.08.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;;BONDELIVEGEN 8;2816;GJØVIK;
1020307;11045512675;GUDVEIG JOHANNE;;STORBAKK;1955.04.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ZAKARIAS BREKKES VEG 29;7540;KLÆBU;
1020315;56035308259;RIGMOR LILLIAN;;GOBORG;1953.03.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VYSHNYAKIVSKA 8 A KYIV/KIEV UKRAINA;;;
1020323;;Matti Timo;;Estola;1962.08.14 00:00:00;;kjonn:1;2013.10.07 12:55:39;;;9999;;
1020331;;Klaus;;Buddeberg;1969.07.01 00:00:00;;kjonn:1;2013.10.07 11:24:39;;Sverige, XX;0000;;
1020358;;Sari Natasha;;Ilivitzky;1972.05.06 00:00:00;;kjonn:2;2013.10.07 12:37:46;;;9999;;
1020366;46046437179;TERO MATIAS;;GIDOIN;1964.04.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1020374;15105707808;GUNN-JORUNN;;ASLAN;1957.10.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LILLENGVEIEN 4;1358;JAR;
1020382;49096215834;IREN FRØYDIS;;KVÆRNSTUEN;1962.09.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O LOVISE EIDSØR EIDSØRA 6460 EIDSVÅG I ROMSDA;6460;EIDSVÅGIROMSDA;
1020390;01016606460;PETRA CAROLINE;;MERISALU;1966.01.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SMESTADVEIEN 1 D;0376;OSLO;
1020404;29098426637;AMAL MOHAMUD;;STRUB-KLEIN;1984.09.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GARTNERVEGEN 23;2312;OTTESTAD;
1020412;21116100352;MOHAMMAD MEHDI;;FILIPOVYCH;1961.11.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DALABREKKA 8;6514;KRISTIANSUND N;
1020420;28066040277;STINE CICILIE;;SUBOTIC;1960.06.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FIOLVEIEN 48 B;1911;FLATEBY;
1020439;26088447378;ERIK OLUF;INGERSON;LUND-HANSSEN;1984.08.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;UFB;1629;GMLFREDRIKSTAD;
1020447;11025104236;KRISTI BEATE;FOLKESTAD;GEWERTZ;1951.02.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SVEN OFTEDALS VEI 8;4844;ARENDAL;
1020455;10086811389;DARA SINGH;RØNNES;WASENIUS;1968.08.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LENSMANNSGÅRDEN 1;4815;SALTRØD;
1020463;42077741113;ERKI JUHANI;;BRUDBERG;1977.07.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FALKELIDSVÄGEN 15 450 71 FJÄLLBACKA SVERIGE;;;landkoder:SE
1020471;06114427215;NICOLA DIANE;;LAURANTZON;1944.11.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;7580;SELBU;
1020498;23014228659;HENNIE MARIA;;BERGLIHN;1942.01.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ERLING SKJALGSSONS G. 19 B;0267;OSLO;
1020501;12025510028;GJYLA;;DAHLGAARD;1955.02.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SIGRID JOHANSENS VEG 3 A;7025;TRONDHEIM;
1020528;05126823527;ÅGE SVENN;;BIRKELDH;1968.12.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LINDAL;4521;LINDESNES;
1020536;08106004103;ARVE EMIL;;VALINCIUS;1960.10.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NESEVEIEN 22;4330;ÅLGÅRD;
1020544;23128220313;KEIJO KALERVO;;NITZ;1982.12.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SANDSGATA 23;4012;STAVANGER;
1020552;16108401684;ANNY-LILL;;SWAT;1984.10.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FOGDENGET 5;7029;TRONDHEIM;
1020560;21064607704;ANTHONY NIGEL;;CULLEY;1946.06.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SÆRBERGET 8;5337;RONG;
1020579;14054721421;SAJJAL;;PLITZKO;1947.05.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SILDVIKGATA 6;8514;NARVIK;
1020587;;Helene Lisedatter;;Johnsen;1973.01.26 00:00:00;;kjonn:2;2013.10.07 12:56:37;;Øysteinsgt. 47 c;3186;;
1020595;09097541202;RIGMOR MILDRID;;MAHILUM;1975.09.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TALLAK NIELSENS GATE 5 F;3263;LARVIK;
1020609;14027906843;ANNY OTHELIE;;FABRE;1979.02.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HYSTADVEIEN 15 E;3208;SANDEFJORD;
1020617;23074139000;HEIDI JULIE;;NEUBERTH;1941.07.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ULLEVÅLSVEIEN 112 A;0451;OSLO;
1020625;04048220261;ANNA MELINDA;LEISNER;WIGGERS;1982.04.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MIDTSTØLVEIEN 275;4848;ARENDAL;
1020633;08114806790;ELIAS LAURITZ;;HELGELAND;1948.11.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;6793;INNVIK;
1020641;;Simone;;Scoccianti;1971.07.04 00:00:00;;kjonn:2;2013.10.07 12:58:38;;C/o avivet,frydenbergv. 41;0575;;
1020668;;Stefan;;Rödsäter;1957.11.14 00:00:00;;kjonn:1;2013.10.07 11:24:44;;Sverige, XX;0000;;
1020676;;Sven Olof Fredr;;Gunnarsson;1966.10.11 00:00:00;;kjonn:1;2013.10.07 11:16:45;;;9999;;
1074478;07104518359;NILS VERMUND;;HOFFERBER;1945.10.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;1950;RØMSKOG;
1107737;01025502147;DILAKSHAN;;MOSHOVITIS;1955.02.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ARNESENGA 11 D;1340;SKUI;
1136953;03046026933;SYED KAMRAN;HILAL;BAARSTAD;1960.04.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MYRHAUGEN 35 A;0752;OSLO;
1159554;47085239380;ALLEN PAUL;;BURYJ;1952.08.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/JENNY BERG SAGMESTERVEGEN 6 A 7725 STEINKJER;7725;STEINKJER;
1638917;06077149447;RONAK MOHAMMAD;;ELIZABETH;1971.07.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TORGGATA 7 B;8640;HEMNESBERGET;
1843243;21027419337;ERLING ODDBJØRN;HIDALGO;KIRCHHOF;1974.02.21 00:00:00;;kjonn:1;2014.11.12 15:37:13;landkoder:NO;LAURITZ JOHNSENS VEI 42;1619;FREDRIKSTAD;
2001004;05035133668;KIRSTEN D;;TAVENDALE;1951.03.05 00:00:00;;kjonn:2;2014.06.12 10:22:16;landkoder:NO;THYGESONS VEI 21 B;0667;OSLO;
2001012;20078314983;ARVID WALTHER;SORTERUP;CUTRER;1983.07.20 00:00:00;;kjonn:1;2016.08.18 14:30:28;landkoder:NO;HVALROSSVEGEN 15;9100;KVALØYSLETTA;
2001039;24116918222;KHADIZHA;;INGEMYR;1969.11.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ROGALANDGATA 40 B;5531;HAUGESUND;
2001047;14117001351;JOHN FRITS;;PALATU;1970.11.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MATRANDVEGEN 7;2230;SKOTTERUD;
2001071;24064814083;JENNY THERESIE;HAUGÅ;SPAHOVIC;1948.06.24 00:00:00;;kjonn:2;2016.01.11 12:26:21;landkoder:NO;LIAVEGEN 20;7550;HOMMELVIK;
2001098;03047005719;NOBERTAS;;SIVABALASINGAM;1970.04.03 00:00:00;;kjonn:0;2013.10.07 11:06:04;;GRANITTVEIEN 7;3615;KONGSBERG;
2001136;04046749214;FELIPPA;;SØRÅS;1967.04.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KAIVEIEN 10;3070;SANDE I VESTFOLD;
2001144;48086026115;GØSTA ROGER;;MAZURA;1960.08.08 00:00:00;;kjonn:1;2017.01.08 15:41:00;landkoder:NO;WEHRGASSE 24/12 AT-1050 WIEN ØSTERRIKE;;;
2001160;16088136245;SHAMSO HASSAN;DANSTORP;LANGBO-LIEN;1981.08.16 00:00:00;;kjonn:2;2015.02.13 14:29:27;landkoder:NO;KVALVÅGVEIEN 13;8030;BODØ;
2001179;11127316912;GÖRKEM;;KUPSTYS;1973.12.11 00:00:00;;kjonn:1;2015.02.10 14:59:45;;OLSOKHAGEN 15 A;4046;HAFRSFJORD;
2001187;21068606761;RALF URS;;ROLIGHETEN;1986.06.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NYSÆTERVEGEN 68;5415;STORD;
2001209;20027523278;CICILIE;;BÆCKMAN;1975.02.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LAURITZ SANDS VEI 22 A;1359;EIKSMARKA;
2001223;58065208952;JAMIL;;GHORBANI;1952.06.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DUCOVÉ 16 922 21 DUCOVÉ SLOVAKIA;;;
2001233;25125014839;ANE GUNHILD;;CHOINSKI;1950.12.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SJØTUNVEGEN 20;6893;VIK I SOGN;
2001268;07117204396;ANNE CECILIE*GUTT;;BIONG;1972.11.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VIDARS VEI 9;1781;HALDEN;
2001276;25048303032;INGER AUD;;BIENEK;1983.04.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STRØMSVEIEN 25 B;0658;OSLO;
2001284;24126247733;THOR AUDUN;BEKKEMOEN;BALDANDORJ;1962.12.24 00:00:00;;kjonn:0;2013.10.07 11:06:04;;LUNDADALEN;7232;LUNDAMO;
2001292;15048525463;RIIKKA SUSANNA;;SLETTEBO;1985.04.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RYGG;6823;SANDANE;
2001314;13088629145;JIRI;ANDREYEVICH;LAGOS PINTO;1986.08.13 00:00:00;;kjonn:1;2015.02.10 14:58:42;landkoder:NO;DÆLENENGGATA 20 B;0567;OSLO;
2001322;19074334957;ABDUR REHMAN;;NEELAMEGAM;1943.07.19 00:00:00;;kjonn:1;2016.03.01 11:58:36;landkoder:NO;SKOGFOSS 9925 SVANVIK;9925;SVANVIK;
2001330;20088511191;KISSIMA;;BACKGÅRD;1985.08.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HENRIK WERGELANDS GATE 8 B;3675;NOTODDEN;
2001349;44096640096;ALFHILD KRISTINE;;KONTIO;1966.09.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;V/GRETHE HANSEN BJERKVIK LIDAVEGEN 136 6100 VOLDA;6100;VOLDA;
2001365;27056031745;GUNBJØRN;;ANDRÉSON;1960.05.27 00:00:00;;kjonn:1;2015.02.16 12:26:17;landkoder:NO;MARIA DEHLIS VEI 40;1083;OSLO;
2001411;06106926806;MARIANNE JEANETTE;;GARROTE;1969.10.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TOMASJORDVEGEN 221;9024;TOMASJORD;
2001446;13127604708;ROGER NILS;;KELPSA;1976.12.13 00:00:00;;kjonn:1;2013.10.07 11:06:04;;HUITFELDTS GATE 9 B;0253;OSLO;
2001462;31125805712;TERJE FRITJOF;ØVERLIEN;VEBER;1958.12.31 00:00:00;;kjonn:1;2017.01.05 22:59:03;landkoder:NO;OTTO RUGES VEI 47 A;1361;ØSTERÅS;
2001470;15085638065;ELISABETA;;RISTH;1956.08.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MORTENHALS;9056;MORTENHALS;
2001500;29036809564;THORE ANSGAR;;SKELDON;1968.03.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FJELLMYR 42;5532;HAUGESUND;
2001527;25118539306;ÅGE TERJE;;RØDMYR;1985.11.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KALVSKINNSGATA 3;7012;TRONDHEIM;
2001594;12108142853;JENNY ANDREA;;FALKNER;1981.10.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ASPVEGEN 17 B;7058;JAKOBSLI;
2001616;22127717013;VASSANA;;CLEGHORN;1977.12.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BERGSNARET 12;1820;SPYDEBERG;
2001640;22097615083;BILSENA;;FARYNIARZ;1976.09.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LEIL.424 ERICH MOGENSØNS VEI 16;0594;OSLO;
2001683;60126146976;ULF EMIL;;SAINES;1961.12.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STANISKAWA MONIUSZKI 8/3 66-400 GORZOW WIELKOPOLSKI POLEN;;;
2001721;19097300669;ISABEL MAGDALENA;;SCHARTNER;1973.09.19 00:00:00;;kjonn:2;2015.02.16 12:44:14;landkoder:NO;EIDSVOLLS GATE 16;1533;MOSS;
2001748;12117420831;TARJA*PIKE;;HILLESØY;1974.11.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ELGTRÅKKET 3 E;2014;BLYSTADLIA;
2001756;14115304586;KAARLO ENSIO;BEKKEMOEN;WARSET;1953.11.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;EIKERVEIEN 74;3340;ÅMOT;
2001799;02074709632;KARIN MARGARETH;;SUBEER;1947.07.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ERSLAND 2 5452 SANDVOLL;5452;SANDVOLL;
2001802;01068615646;AURÉLIE;VILMANN;ABBI;1986.06.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;PLANETVEGEN 27;3942;PORSGRUNN;
2001810;53094536010;JAVORKA;;OVTCHAROVA;1945.09.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GRABOW NAD WISTA 53 PL-26-704 PRZYLEK POLEN;;;
2001829;16026142966;KNUT FRIDTJOF;;BERSVENDSEN;1961.02.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TROLLKLEIVA 1;4638;KRISTIANSAND S;
2001837;50098027790;TOKI;;PRANGER;1980.09.10 00:00:00;;kjonn:0;2013.10.07 11:06:04;;C/O MAGNE NESØEN MARIDALSVEIEN 192 0469 OSLO;0469;OSLO;
2001845;07054542830;GUNHILD BERIT;;JOOSEP;1945.05.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RAMSVIKVEIEN 337;8370;LEKNES;
2001853;24014520607;IRINA ALEXANDRA;;SCHÜTTE;1945.01.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKOGVEIEN 3;1831;ASKIM;
2001888;03025620746;THOR KJELL;;SARMAST;1956.02.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SØNDRE ÅLSVEGEN 414;2750;GRAN;
2001926;03097345278;MARIT A;BODSBERG;ALI IBRAHIM;1973.09.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;8920;SØMNA;
2001950;14097136824;HELEN KIRSTEN;;BAYNE;1971.09.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ULVEVEIEN 13;1890;RAKKESTAD;
2001969;27098508746;DAVID NATHANIEL;;VIJAYARAJAN;1985.09.27 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HENRIK SØRENSENS GATE 1 A;2003;LILLESTRØM;
2001985;04107902495;THEA ISABEL;;ESMAILI;1979.10.04 00:00:00;;kjonn:2;2013.10.07 11:06:04;;TRUDVANGVEIEN 38;0363;OSLO;
2001993;07088720223;BJØRG INGRUNN;GRØTTEBØ;WALER-LARSEN;1987.08.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RENNEBERGSTIEN 7;4021;STAVANGER;
2002019;03087613150;SHIBU;;HERBON;1976.08.03 00:00:00;;kjonn:1;2016.02.12 12:14:35;landkoder:DZ;EIKENOSVÅG;6012;ÅLESUND;landkoder:NO
2002043;06124319070;DEVA;;SLETTEBERG;1943.12.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MOR SME'S VEG 1;2008;FJERDINGBY;
2002078;45018725014;Håkon;;Hals;1987.01.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;Eiksveien 42 A;1359;;
2002086;23037134481;WENCHE CONNIE;AAREKOL;PILKYTE;1971.03.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SOKKEL LITJSTENEN 22;7232;LUNDAMO;
2002094;12086308701;THOR EGIL;;JENSEN NESSE;1963.08.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VIKALEIRET HOVDAL INDRE;7633;FROSTA;
2002159;02096108284;EVA MARINA;;SAENGSAWANG;1961.09.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RIS SKOLEVEI 29;0373;OSLO;
2002167;09078134523;MIKAEL BØRJE;;JEDYNOWICZ;1981.07.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LINHAMREVEGEN 8;6800;FØRDE;
2002175;06126501577;MORTEN ANDERS;BÅRDSGJÆRE;HALIL;1965.12.06 00:00:00;;kjonn:1;2013.10.07 11:06:04;;VIGØRVEIEN 16 B;9912;HESSENG;
2002183;21096427562;EMIGDIO;;SBERTOLI;1964.09.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TVEIT;4832;MYKLAND;
2002191;01123949656;KJELLRUN ELIN;;GUDBJØRSRUD;1939.12.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;;HJALLEVEGEN 14;3550;GOL;
2002205;53108220860;LISE MARIE*PIKE;;ROZEK;1982.10.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
2002256;09067244084;MARI KAROLINE;;SILINA;1972.06.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;OMLAND;4480;KVINESDAL;
2002264;25065239038;ANNIE LINNÉA;FLATSETØY;RAMLET;1952.06.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BREISTEINVEGEN 285 B;5111;BREISTEIN;
2002299;58074808172;JAN-OTTAR;;BOBCÁK;1948.07.18 00:00:00;;kjonn:1;2015.02.16 13:23:06;landkoder:NO;TJUSTGATAN 5 118 27 STOCKHOLM SVERIGE;;;landkoder:SE
2002337;04044405151;MORGAN ANDRÉ;;HOP;1944.04.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;;DYRETRÅKKET 33;1251;OSLO;
2002345;28047905380;ROLF GREGER;;KWIECIN;1979.04.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LØVSTAKKVEIEN 30;5055;BERGEN;
2002353;65124743944;JARL FREDRIK CHRISTOFFER;;WIECLAW;1947.12.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/KJELL JØRGENRUD SØRHOLTVEGEN 4 A 2050 JESSHEIM;2050;JESSHEIM;
2002361;08065716500;BARBAROS;;KOZMIK;1957.06.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LIAVEGEN 12;7550;HOMMELVIK;
2002388;29054122428;JULIANNE MATHILDE;;ASJID;1941.05.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;6643;BØFJORDEN;
2002442;20038607546;ALLAN DOUGLAS;ZAMORA VILLARIN;BOUWMEESTER;1986.03.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BROLANDSVEIEN 18 C;0980;OSLO;
2002450;12066211957;BØRGE ARVID;;ASCHENBERG;1962.06.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BEKKASINVEGEN 20;4353;KLEPP STASJON;
2002477;25067325888;KARIN LINA MARIA;;MAURDAL;1973.06.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TØRNESET 22;6040;VIGRA;
2002485;08076519049;LINA ANETTE;;UTTERHÄLL;1965.07.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;AUSTBØVEIEN 21;4085;HUNDVÅG;
2002515;08064719700;RADOSLAW CEZARY;WEIBERG;EXAMEN;1947.06.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FARMENVEIEN 17;8900;BRØNNØYSUND;
2002531;23076127921;JOSE ANTHONY;;KONIECZNY;1961.07.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FLOTAVEGEN 12 A;6884;ØVRE ÅRDAL;
2002558;16038223449;MARIA DANIELA;;WIECZOREK;1982.03.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KRINGSJÅVEIEN 31;5162;LAKSEVÅG;
2002590;05048202871;JILL ANN;;NAVID;1982.04.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VÅGAVEGEN 301;6630;TINGVOLL;
2002604;27028140083;AUD LENE;PAGUIDIAN;CHOR;1981.02.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ECKERSBERGS GATE 30;0260;OSLO;
2002612;18104730716;SAULI JUHANI;FINGAL;SARFO;1947.10.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HEIMENVEIEN 27;1410;KOLBOTN;
2002620;11036836956;HANAD HASSAN;;PIRS;1968.03.11 00:00:00;;kjonn:1;2013.10.07 11:06:00;;KUVENTRÆVEGEN 19 A;5200;OS;
2002639;16038406764;SOFI;;HØYDAHL-JOHANSEN;1984.03.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;;SMALGANGEN 11;0188;OSLO;
2002647;13063926897;SIMRET YOSIEF;;SMEDSGÅRD;1939.06.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;PEDER MORSETS VEG 15;7072;HEIMDAL;
2002655;23077212426;ANNE VALBORG;NØRBECH;LESNIAK;1972.07.23 00:00:00;;kjonn:2;2013.10.07 11:06:04;;HOLMENKOLLVEIEN 72 B;0784;OSLO;
2002671;20128347179;FINN-MARIUS;;GIBRALTAR;1983.12.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MARIKÅPEVEGEN 36;9100;KVALØYSLETTA;
2002701;54108016151;CARL LUCAS;;ARIAI;1980.10.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O KNUT FLAGET 3560 HEMSEDAL;3560;HEMSEDAL;
2002728;16117420020;CHIYOKO;;CALIC;1974.11.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ENGVEIEN 2 A;4044;HAFRSFJORD;
2002744;09055820853;DORIT PAULINE;KROGLUND;NORMANNSEN;1958.05.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ELVAVEGEN 10;6723;SVELGEN;
